# t  ux  uy
           0           0           0
           1           0           1
           2          -1           1
           3          -1           0
           4          -2           0
           5          -2          -1
           6          -1          -1
           7          -1           0
           8          -2           0
           9          -2           1
          10          -3           1
          11          -3           0
          12          -2           0
          13          -2           1
          14          -3           1
          15          -3           0
          16          -2           0
          17          -2          -1
          18          -1          -1
          19          -1           0
          20          -2           0
          21          -2          -1
          22          -1          -1
          23          -1           0
          24          -2           0
          25          -2          -1
          26          -1          -1
          27          -1          -2
          28           0          -2
          29           0          -1
          30          -1          -1
          31          -1          -2
          32           0          -2
          33           0          -1
          34          -1          -1
          35          -1          -2
          36           0          -2
          37           0          -1
          38          -1          -1
          39          -1           0
          40          -2           0
          41          -2          -1
          42          -1          -1
          43          -1           0
          44          -2           0
          45          -2          -1
          46          -2          -1
          47          -2          -2
          48          -1          -2
          49          -1          -1
          50           0          -1
          51           0           0
          52          -1           0
          53          -1          -1
          54          -2          -1
          55          -2          -2
          56          -1          -2
          57          -1          -1
          58          -2          -1
          59          -2           0
          60          -3           0
          61          -3           1
          62          -2           1
          63          -2           2
          64          -2           2
          65          -2           1
          66          -1           1
          67          -1           2
          68          -2           2
          69          -2           1
          70          -3           1
          71          -3           0
          72          -2           0
          73          -2           1
          74          -2           1
          75          -2           2
          76          -3           2
          77          -3           1
          78          -4           1
          79          -4           0
          80          -3           0
          81          -3           1
          82          -4           1
          83          -4           0
          84          -3           0
          85          -3          -1
          86          -2          -1
          87          -2          -2
          88          -1          -2
          89          -1          -1
          90          -1          -1
          91          -1           0
          92           0           0
          93           0           1
          94          -1           1
          95          -1           0
          96           0           0
          97           0           1
          98          -1           1
          99          -1           1
         100          -2           1
         101          -2           1
         102          -3           1
         103          -3           0
         104          -2           0
         105          -2           1
         106          -3           1
         107          -3           0
         108          -3           0
         109          -3           1
         110          -4           1
         111          -4           0
         112          -3           0
         113          -3          -1
         114          -2          -1
         115          -2           0
         116          -2           0
         117          -2          -1
         118          -2          -1
         119          -2           0
         120          -3           0
         121          -3          -1
         122          -2          -1
         123          -2           0
         124          -3           0
         125          -3          -1
         126          -2          -1
         127          -2           0
         128          -3           0
         129          -3          -1
         130          -2          -1
         131          -2           0
         132          -3           0
         133          -3          -1
         134          -2          -1
         135          -2           0
         136          -1           0
         137          -1           1
         138          -2           1
         139          -2           0
         140          -1           0
         141          -1           1
         142          -2           1
         143          -2           2
         144          -1           2
         145          -1           1
         146           0           1
         147           0           2
         148          -1           2
         149          -1           1
         150          -2           1
         151          -2           0
         152          -1           0
         153          -1           1
         154          -2           1
         155          -2           0
         156          -1           0
         157          -1           1
         158          -2           1
         159          -2           0
         160          -1           0
         161          -1           0
         162          -2           0
         163          -2          -1
         164          -1          -1
         165          -1           0
         166           0           0
         167           0           1
         168          -1           1
         169          -1           0
         170           0           0
         171           0           1
         172          -1           1
         173          -1           2
         174          -2           2
         175          -2           1
         176          -1           1
         177          -1           0
         178          -1           0
         179          -1          -1
         180           0          -1
         181           0          -2
         182           1          -2
         183           1          -1
         184           0          -1
         185           0           0
         186          -1           0
         187          -1          -1
         188           0          -1
         189           0           0
         190          -1           0
         191          -1          -1
         192          -2          -1
         193          -2          -2
         194          -3          -2
         195          -3          -3
         196          -2          -3
         197          -2          -4
         198          -1          -4
         199          -1          -5
         200           0          -5
         201           0          -5
         202           1          -5
         203           1          -4
         204           0          -4
         205           0          -5
         206           1          -5
         207           1          -5
         208           2          -5
         209           2          -4
         210           1          -4
         211           1          -5
         212           2          -5
         213           2          -4
         214           1          -4
         215           1          -5
         216           2          -5
         217           2          -4
         218           3          -4
         219           3          -3
         220           2          -3
         221           2          -4
         222           3          -4
         223           3          -3
         224           4          -3
         225           4          -2
